8.3025647412	9.64	0.5
8.58081884764	9.23	0.5
7.56162079548	7.95	0.5
7.13554832889	5.61	0.5
7.93419620329	5.34	0.5
7.22797690397	7.73	0.5
10.1932503187	5.33	0.5
10.1743757095	11.42	0.4
6.76465228389	8.89	0.5
11.0479667924	8.8	0.4
10.8047840174	11.22	0.5
7.7657958269	8.08	0.5
14.6037028967	17.28	0.4
10.2488938352	10.17	0.4
9.45158244265	10.95	0.5
8.13799874358	6.77	0.5
8.5250056743	9.77	0.5
7.95068766522	10.36	0.5
7.50774281726	7.58	0.5
8.30316254557	7.39	0.5
7.82128927833	7.48	0.4
7.9510335807	7.27	0.5
8.52924656102	8.89	0.5
7.2091596384	8.8	0.5
7.39454066332	8.55	0.4
9.63719508373	9.77	0.4
10.3597420527	12.14	0.5
8.3397005551	11.22	0.4
8.33964266708	7.89	0.5
8.54357471845	5.23	0.5
13.2143295676	8.52	0.4
12.9548222787	8.39	0.5
7.78424100103	7.45	0.5
11.4924825757	15.45	0.5
11.6389750809	5.52	0.5
7.6727109652	9.52	0.4
9.99015308419	10.14	0.5
11.084722827	16.8	0.4
7.19076444564	5.55	0.5
7.39448075728	7.08	0.4
9.43399837359	10.23	0.5
9.32197838021	11.17	0.5
9.09961859925	9.89	0.4
13.1958209425	9.8	0.4
8.82152093209	3.8	0.4
9.84078151713	11.09	0.4
8.43335321627	8.77	0.5
12.5120705989	16.73	0.5
9.89914354258	11.58	0.4
10.9931799907	12.22	0.4
7.43177382917	7.7	0.4
10.711852188	10.95	0.5
10.0852512733	10.55	0.4
9.80395317088	9.48	0.5
10.9344706982	16.67	0.5
7.59838024033	8.42	0.4
8.63924720103	10.83	0.5
9.08107749742	11.3	0.4
9.13661718779	10.95	0.5
12.08362173	14.84	0.4
10.0631526877	12.02	0.4
7.69270485355	5.17	0.5
7.43350843481	5.2	0.5
7.61861343452	4.95	0.4
7.28491370157	4.48	0.5
7.50737017251	4.55	0.5
7.5442672164	5.14	0.5
7.08120971236	5.23	0.4
7.54400662124	7.58	0.4
7.58105512709	6.7	0.5
7.46982737025	6.8	0.4
7.28494198031	4.95	0.5
10.9379860882	3.3	0.5
10.4748762833	3.45	0.5
10.5118973708	3.48	0.5
10.7710517603	2.98	0.4
10.8267482236	2.95	0.5
7.69109760549	6.27	0.5
